path,title,url,host,depth,status
docs/code-claude-com-docs-en-computer-use-ee2bc5d8.md,Let Claude use your computer from the CLI - Claude Code Docs,https://code.claude.com/docs/en/computer-use,code.claude.com,1,packaged
docs/code-claude-com-docs-en-context-window-8cab6ac9.md,Explore the context window - Claude Code Docs,https://code.claude.com/docs/en/context-window,code.claude.com,1,packaged
docs/code-claude-com-docs-en-costs-99a5bb7.md,Manage costs effectively - Claude Code Docs,https://code.claude.com/docs/en/costs,code.claude.com,2,packaged
docs/code-claude-com-docs-en-debug-your-config-aa349cd3.md,Debug your configuration - Claude Code Docs,https://code.claude.com/docs/en/debug-your-config,code.claude.com,2,packaged
docs/code-claude-com-docs-en-deep-links-6b4020dd.md,Launch sessions from links - Claude Code Docs,https://code.claude.com/docs/en/deep-links,code.claude.com,2,packaged
docs/code-claude-com-docs-en-desktop-ede836d.md,Desktop application - Claude Code Docs,https://code.claude.com/docs/en/desktop,code.claude.com,1,packaged
docs/code-claude-com-docs-en-desktop-quickstart-d46d490d.md,Get started with the desktop app - Claude Code Docs,https://code.claude.com/docs/en/desktop-quickstart,code.claude.com,1,packaged
docs/code-claude-com-docs-en-desktop-scheduled-tasks-959a8404.md,Schedule recurring tasks in Claude Code Desktop - Claude Code Docs,https://code.claude.com/docs/en/desktop-scheduled-tasks,code.claude.com,1,packaged
docs/code-claude-com-docs-en-discover-plugins-59154bb9.md,Discover and install prebuilt plugins through marketplaces - Claude Code Docs,https://code.claude.com/docs/en/discover-plugins,code.claude.com,2,packaged
docs/code-claude-com-docs-en-errors-fa2b6bac.md,Error reference - Claude Code Docs,https://code.claude.com/docs/en/errors,code.claude.com,2,packaged
docs/code-claude-com-docs-en-features-overview-e1af8908.md,Extend Claude Code - Claude Code Docs,https://code.claude.com/docs/en/features-overview,code.claude.com,1,packaged
docs/code-claude-com-docs-en-github-actions-c2f7e29e.md,Claude Code GitHub Actions - Claude Code Docs,https://code.claude.com/docs/en/github-actions,code.claude.com,1,packaged
docs/code-claude-com-docs-en-gitlab-ci-cd-cec11205.md,Claude Code GitLab CI/CD - Claude Code Docs,https://code.claude.com/docs/en/gitlab-ci-cd,code.claude.com,1,packaged
docs/code-claude-com-docs-en-glossary-a8293c43.md,Glossary - Claude Code Docs,https://code.claude.com/docs/en/glossary,code.claude.com,1,packaged
docs/code-claude-com-docs-en-goal-5b23d948.md,Keep Claude working toward a goal - Claude Code Docs,https://code.claude.com/docs/en/goal,code.claude.com,2,packaged
docs/code-claude-com-docs-en-headless-3b764480.md,Run Claude Code programmatically - Claude Code Docs,https://code.claude.com/docs/en/headless,code.claude.com,2,packaged
docs/code-claude-com-docs-en-hooks-88d3d79.md,Hooks reference - Claude Code Docs,https://code.claude.com/docs/en/hooks,code.claude.com,1,packaged
docs/code-claude-com-docs-en-hooks-guide-9555e05c.md,Automate actions with hooks - Claude Code Docs,https://code.claude.com/docs/en/hooks-guide,code.claude.com,2,packaged
docs/code-claude-com-docs-en-how-claude-code-works-eb7dc485.md,How Claude Code works - Claude Code Docs,https://code.claude.com/docs/en/how-claude-code-works,code.claude.com,1,packaged
docs/code-claude-com-docs-en-interactive-mode-d2372f27.md,Interactive mode - Claude Code Docs,https://code.claude.com/docs/en/interactive-mode,code.claude.com,2,packaged
docs/code-claude-com-docs-en-jetbrains-99197ba3.md,JetBrains IDEs - Claude Code Docs,https://code.claude.com/docs/en/jetbrains,code.claude.com,1,packaged
docs/code-claude-com-docs-en-large-codebases-43c3d8ae.md,Set up Claude Code in a monorepo or large codebase - Claude Code Docs,https://code.claude.com/docs/en/large-codebases,code.claude.com,2,packaged
docs/code-claude-com-docs-en-legal-and-compliance-703858e0.md,Legal and compliance - Claude Code Docs,https://code.claude.com/docs/en/legal-and-compliance,code.claude.com,1,packaged
docs/code-claude-com-docs-en-mcp-29895355.md,Connect Claude Code to tools via MCP - Claude Code Docs,https://code.claude.com/docs/en/mcp,code.claude.com,1,packaged
docs/code-claude-com-docs-en-mcp-quickstart-a32c2fd5.md,Connect to MCP servers - Claude Code Docs,https://code.claude.com/docs/en/mcp-quickstart,code.claude.com,1,packaged
docs/code-claude-com-docs-en-memory-f9dcdd20.md,How Claude remembers your project - Claude Code Docs,https://code.claude.com/docs/en/memory,code.claude.com,1,packaged
docs/code-claude-com-docs-en-overview-cf3370e0.md,Overview - Claude Code Docs,https://code.claude.com/docs/en/overview,code.claude.com,0,packaged
docs/code-claude-com-docs-en-overview-cf3370e0.md,Overview - Claude Code Docs,https://code.claude.com/docs/en/overview,code.claude.com,1,packaged
docs/code-claude-com-docs-en-permission-modes-6e8734c1.md,Choose a permission mode - Claude Code Docs,https://code.claude.com/docs/en/permission-modes,code.claude.com,1,packaged
docs/code-claude-com-docs-en-platforms-9313f831.md,Platforms and integrations - Claude Code Docs,https://code.claude.com/docs/en/platforms,code.claude.com,1,packaged
docs/code-claude-com-docs-en-plugins-d1cfd6bd.md,Create plugins - Claude Code Docs,https://code.claude.com/docs/en/plugins,code.claude.com,2,packaged
docs/code-claude-com-docs-en-prompt-caching-668761ed.md,How Claude Code uses prompt caching - Claude Code Docs,https://code.claude.com/docs/en/prompt-caching,code.claude.com,1,packaged
docs/code-claude-com-docs-en-prompt-library-507c0d2b.md,Prompt library - Claude Code Docs,https://code.claude.com/docs/en/prompt-library,code.claude.com,1,packaged
docs/code-claude-com-docs-en-quickstart-be413fc2.md,Quickstart - Claude Code Docs,https://code.claude.com/docs/en/quickstart,code.claude.com,1,packaged
docs/code-claude-com-docs-en-remote-control-88e171dd.md,Continue local sessions from any device with Remote Control - Claude Code Docs,https://code.claude.com/docs/en/remote-control,code.claude.com,1,packaged
docs/code-claude-com-docs-en-routines-b2c92cc2.md,Automate work with routines - Claude Code Docs,https://code.claude.com/docs/en/routines,code.claude.com,1,packaged
docs/code-claude-com-docs-en-scheduled-tasks-8711db49.md,Run prompts on a schedule - Claude Code Docs,https://code.claude.com/docs/en/scheduled-tasks,code.claude.com,1,packaged
docs/code-claude-com-docs-en-sessions-5cfe8d86.md,Manage sessions - Claude Code Docs,https://code.claude.com/docs/en/sessions,code.claude.com,1,packaged
docs/code-claude-com-docs-en-settings-545f9c5a.md,Claude Code settings - Claude Code Docs,https://code.claude.com/docs/en/settings,code.claude.com,1,packaged
docs/code-claude-com-docs-en-setup-1c7b6958.md,Advanced setup - Claude Code Docs,https://code.claude.com/docs/en/setup,code.claude.com,1,packaged
docs/code-claude-com-docs-en-skills-1151358d.md,Extend Claude with skills - Claude Code Docs,https://code.claude.com/docs/en/skills,code.claude.com,1,packaged
docs/code-claude-com-docs-en-slack-3cdee631.md,Claude Code in Slack - Claude Code Docs,https://code.claude.com/docs/en/slack,code.claude.com,1,packaged
docs/code-claude-com-docs-en-sub-agents-ceb0b8dc.md,Create custom subagents - Claude Code Docs,https://code.claude.com/docs/en/sub-agents,code.claude.com,1,packaged
docs/code-claude-com-docs-en-third-party-integrations-5e1dc2d7.md,Enterprise deployment overview - Claude Code Docs,https://code.claude.com/docs/en/third-party-integrations,code.claude.com,1,packaged
docs/code-claude-com-docs-en-troubleshoot-install-914fbbaf.md,Troubleshoot installation and login - Claude Code Docs,https://code.claude.com/docs/en/troubleshoot-install,code.claude.com,1,packaged
docs/code-claude-com-docs-en-troubleshooting-f3b0914f.md,Troubleshooting - Claude Code Docs,https://code.claude.com/docs/en/troubleshooting,code.claude.com,1,packaged
docs/code-claude-com-docs-en-vs-code-16531646.md,Use Claude Code in VS Code - Claude Code Docs,https://code.claude.com/docs/en/vs-code,code.claude.com,1,packaged
docs/code-claude-com-docs-en-web-quickstart-b1039d93.md,Get started with Claude Code on the web - Claude Code Docs,https://code.claude.com/docs/en/web-quickstart,code.claude.com,1,packaged
docs/code-claude-com-docs-en-whats-new-dfee6aa1.md,What's new - Claude Code Docs,https://code.claude.com/docs/en/whats-new,code.claude.com,1,packaged
docs/code-claude-com-docs-en-workflows-f2df49e7.md,Orchestrate subagents at scale with dynamic workflows - Claude Code Docs,https://code.claude.com/docs/en/workflows,code.claude.com,2,packaged
docs/code-claude-com-docs-en-worktrees-8dcc1847.md,Run parallel sessions with worktrees - Claude Code Docs,https://code.claude.com/docs/en/worktrees,code.claude.com,2,packaged
docs/modelcontextprotocol-io-docs-develop-build-server-4d68ec45.md,Build an MCP server - Model Context Protocol,https://modelcontextprotocol.io/docs/develop/build-server,modelcontextprotocol.io,1,packaged
docs/modelcontextprotocol-io-docs-develop-build-with-agent-skills-69992af7.md,Build with Agent Skills - Model Context Protocol,https://modelcontextprotocol.io/docs/develop/build-with-agent-skills,modelcontextprotocol.io,1,packaged
docs/modelcontextprotocol-io-docs-develop-connect-local-servers-bdc17bc6.md,Connect to local MCP servers - Model Context Protocol,https://modelcontextprotocol.io/docs/develop/connect-local-servers,modelcontextprotocol.io,1,packaged
docs/modelcontextprotocol-io-docs-develop-connect-remote-servers-bbfb45eb.md,Connect to remote MCP Servers - Model Context Protocol,https://modelcontextprotocol.io/docs/develop/connect-remote-servers,modelcontextprotocol.io,1,packaged
docs/modelcontextprotocol-io-docs-getting-started-intro-57f25b4.md,What is the Model Context Protocol (MCP)? - Model Context Protocol,https://modelcontextprotocol.io/docs/getting-started/intro,modelcontextprotocol.io,0,packaged
docs/modelcontextprotocol-io-docs-learn-architecture-3b926b07.md,Architecture overview - Model Context Protocol,https://modelcontextprotocol.io/docs/learn/architecture,modelcontextprotocol.io,1,packaged
docs/modelcontextprotocol-io-docs-learn-client-concepts-4f9d98b.md,Understanding MCP clients - Model Context Protocol,https://modelcontextprotocol.io/docs/learn/client-concepts,modelcontextprotocol.io,1,packaged
docs/modelcontextprotocol-io-docs-learn-server-concepts-aa3558af.md,Understanding MCP servers - Model Context Protocol,https://modelcontextprotocol.io/docs/learn/server-concepts,modelcontextprotocol.io,1,packaged
docs/modelcontextprotocol-io-docs-learn-versioning-5e9c56d0.md,Versioning - Model Context Protocol,https://modelcontextprotocol.io/docs/learn/versioning,modelcontextprotocol.io,1,packaged
docs/modelcontextprotocol-io-docs-sdk-a2ab0b89.md,SDKs - Model Context Protocol,https://modelcontextprotocol.io/docs/sdk,modelcontextprotocol.io,1,packaged
docs/modelcontextprotocol-io-docs-tools-debugging-1a24f509.md,Debugging - Model Context Protocol,https://modelcontextprotocol.io/docs/tools/debugging,modelcontextprotocol.io,1,packaged
docs/modelcontextprotocol-io-docs-tools-inspector-7a56bbb4.md,MCP Inspector - Model Context Protocol,https://modelcontextprotocol.io/docs/tools/inspector,modelcontextprotocol.io,1,packaged
